row_idx,row,truncated_cells
Q1,how are glacier caves formed?,Glacier cave,The ice facade is approximately 60 m high,0
Q1,how are glacier caves formed?,Glacier cave,A glacier cave is a cave formed within the ice of a glacier .,1
Q2,How are the directions of the velocity and force vectors related in a circular motion,Circular motion,"In physics , circular motion is a movement of an object along the circumference of a circle or rotation along a circular path.",0
Q2,How are the directions of the velocity and force vectors related in a circular motion,Circular motion,The rotation around a fixed axis of a three-dimensional body involves circular motion of its parts.,0
Q2,How are the directions of the velocity and force vectors related in a circular motion,Circular motion,"Examples of circular motion include: an artificial satellite orbiting the Earth at constant height, a stone which is tied to a rope and is being swung in circles, a car turning through a curve in a race track , an electron moving perpendicular to a uniform magnetic field , and a gear turning inside a mechanism.",0
Q2,How are the directions of the velocity and force vectors related in a circular motion,Circular motion,"Without this acceleration, the object would move in a straight line, according to Newton's laws of motion .",0
Q5,how did apollo creed die,Apollo Creed,He was played by Carl Weathers .,0
Q5,how did apollo creed die,Apollo Creed,"Urban legend states that Apollo Creed's name is a wordplay on the Apostles' Creed , a statement of belief used in Christian churches.",0
Q5,how did apollo creed die,Apollo Creed,Championship fights did not convert from 15 rounds to 12 rounds until 1987.,0
Q5,how did apollo creed die,Apollo Creed,Balboa's signature colors were black and gold—colors he used in the latest movie .,0
Q6,how long is the term for federal judges,United States federal judge,"In addition to the Supreme Court of the United States , whose existence and some aspects of whose jurisdiction are beyond the constitutional power of Congress to alter, acts of Congress have established 13 courts of appeals (also called ""circuit courts"") with appellate jurisdiction over different regions of the United States, and 94 United States district courts .",0
Q6,how long is the term for federal judges,United States federal judge,"All of these judges described thus far are referred to sometimes as ""Article III judges"" because they exercise the judicial power vested in the judicial branch of the federal government by Article III of the U.S. Constitution.",0
Q6,how long is the term for federal judges,United States federal judge,"Other judges serving in the federal courts, including magistrate judges and bankruptcy judges , are also sometimes referred to as ""federal judges""; however, they are neither appointed by the President nor confirmed by the Senate, and their power derives from Article I instead.",0
Q7,how a beretta model 21 pistols magazines works,Beretta 21A Bobcat,The Beretta 21A Bobcat is a small pocket-sized semi-automatic pistol designed by Beretta in Italy.,0
Q7,how a beretta model 21 pistols magazines works,Beretta 21A Bobcat,"It is a further development of the Beretta Model 20, whose production ended in 1985.",0
Q9,how a vul works,Variable universal life insurance,"In a VUL, the cash value can be invested in a wide variety of separate accounts , similar to mutual funds , and the choice of which of the available separate accounts to use is entirely up to the contract owner.",0
Q9,how a vul works,Variable universal life insurance,The 'universal' component in the name refers to the flexibility the owner has in making premium payments.,0
Q9,how a vul works,Variable universal life insurance,"This flexibility is in contrast to whole life insurance that has fixed premium payments that typically cannot be missed without lapsing the policy (although one may exercise an Automatic Premium Loan feature, or surrender dividends to pay a Whole Life premium).",0
Q9,how a vul works,Variable universal life insurance,"With most if not all VULs, unlike whole life, there is no endowment age (the age at which the cash value equals the death benefit amount, which for whole life is typically 100).",0
Q9,how a vul works,Variable universal life insurance,"With a typical whole life policy, the death benefit is limited to the face amount specified in the policy, and at endowment age, the face amount is all that is paid out.",0
Q9,how a vul works,Variable universal life insurance,"However, some participating whole life policies offer riders which specify that any dividends paid on the policy be used to purchase ""paid up additions"" to the policy which increase both the cash value and the death benefit over time.",0
Q9,how a vul works,Variable universal life insurance,"The combination over the years of no endowment age, continually increasing death benefit, and if a high rate-of-return is earned in the separate accounts of a VUL policy, this could result in higher value to the owner or beneficiary than that of a whole life policy with the same amounts of money paid in as premiums.",0
Q12,how big did girl scout cookie boxes used to be,Girl Scout Cookies,A mound of Girl Scout cookies.,0
Q12,how big did girl scout cookie boxes used to be,Girl Scout Cookies,Girl Scout Cookies are cookies sold by Girl Scouts of the USA (GSUSA) as one of its major fundraisers for local Scout units.,0
Q12,how big did girl scout cookie boxes used to be,Girl Scout Cookies,Girls who participate can earn prizes for their efforts.,0
Q12,how big did girl scout cookie boxes used to be,Girl Scout Cookies,"As of 2007, sales were estimated at about 200 million boxes per year.",0
Q13,how big is the purdue greek system,Purdue University,"Purdue University, located in West Lafayette, Indiana , is the flagship university of the six-campus Purdue University system .",0
Q13,how big is the purdue greek system,Purdue University,"The first classes were held on September 16, 1874, with six instructors and 39 students.",0
Q13,how big is the purdue greek system,Purdue University,Purdue enrolls the second largest student body of any university in Indiana as well as the fourth largest international student population of any university in the United States.,0
Q13,how big is the purdue greek system,Purdue University,"The university has also been highly influential in America's history of aviation , having established the first college credit offered in flight training , the first four-year bachelor's degree in aviation, and the first university airport ( Purdue University Airport ).",0
Q13,how big is the purdue greek system,Purdue University,"In the mid-20th century, Purdue's aviation program expanded to encompass advanced spaceflight technology giving rise to Purdue's nickname, Cradle of Astronauts.",0
Q14,how big do sebaceous cysts get,Sebaceous cyst,A sebaceous cyst () is a term that loosely refers to either epidermoid cysts (also known as epidermal cysts; L72.0 ) or pilar cysts (also known as trichilemmal cysts; L72.1 ).,0
Q14,how big do sebaceous cysts get,Sebaceous cyst,"The name is regarded as a misnomer as the fatty, white, semi-solid material in both of these cyst entities is not sebum , but keratin .",0
Q14,how big do sebaceous cysts get,Sebaceous cyst,"In practice, however, the terms are often used interchangeably.",0
Q15,how are pointe shoes made,Pointe shoe,Modern pointe shoes.,0
Q15,how are pointe shoes made,Pointe shoe,A pointe shoe is a type of shoe worn by ballet dancers when performing pointe work .,0
Q15,how are pointe shoes made,Pointe shoe,"They are normally worn by female dancers, though male dancers may wear them for unorthodox roles such as the ugly stepsisters in Cinderella , Bottom in A Midsummer Night's Dream , or men performing as women in dance companies such as Les Ballets Trockadero and Grandiva.",0
Q16,how much is 1 tablespoon of water,Tablespoon,This tablespoon has a capacity of about 15 mL.,1
Q16,how much is 1 tablespoon of water,Tablespoon,"In the US and parts of Canada, a tablespoon is the largest type of spoon used for eating from a bowl.",0
Q16,how much is 1 tablespoon of water,Tablespoon,"In countries where a tablespoon is a serving spoon, the nearest equivalent to the US tablespoon is either the dessert spoon or the soup spoon .",0
Q16,how much is 1 tablespoon of water,Tablespoon,"It is abbreviated as T, tb, tbs, tbsp, tblsp, or tblspn.",0
Q16,how much is 1 tablespoon of water,Tablespoon,In the USA one tablespoon (measurement unit) is approximately 15 mL; the capacity of an actual tablespoon (dining utensil) ranges from 7 mL to 14 mL.,1
Q17,how much are the harry potter movies worth,Harry Potter,Harry Potter is a series of seven fantasy novels written by the British author J. K. Rowling .,0
Q17,how much are the harry potter movies worth,Harry Potter,"The main story arc concerns Harry's quest to overcome the Dark wizard Lord Voldemort , whose aims are to become immortal, conquer the wizarding world , subjugate non-magical people, and destroy all those who stand in his way, especially Harry Potter.",0
Q17,how much are the harry potter movies worth,Harry Potter,"The series has also had some share of criticism, including concern for the increasingly dark tone.",0
Q17,how much are the harry potter movies worth,Harry Potter,The last four books consecutively set records as the fastest-selling books in history.,0
Q17,how much are the harry potter movies worth,Harry Potter,"According to Rowling, the main theme is death.",0
Q17,how much are the harry potter movies worth,Harry Potter,The initial major publishers of the books were Bloomsbury in the United Kingdom and Scholastic Press in the United States.,0
Q17,how much are the harry potter movies worth,Harry Potter,"The books, with the seventh book split into two parts, have been made into an eight-part film series by Warner Bros. Pictures , the highest-grossing film series of all time.",0
Q17,how much are the harry potter movies worth,Harry Potter,"Also due to the success of the books and films, Harry Potter has been used for a theme park, The Wizarding World of Harry Potter in Universal Parks & Resorts 's Islands of Adventure .",0
